STAID, SOUID,    DATE,   TX, Q_TX
   417,120091,19420303,-9999,    9
   417,120091,19420304,-9999,    9
   417,120091,19420305,-9999,    9
   417,120091,19420306,-9999,    9
   417,120091,19420307,-9999,    9
   417,120091,19420308,-9999,    9
   417,120091,19420309,-9999,    9
   417,120091,19420310,-9999,    9
   417,120091,19420311,-9999,    9
   417,120091,19420312,-9999,    9
   417,120091,19420313,-9999,    9
   417,120091,19420314,-9999,    9
   417,120091,19420315,-9999,    9
   417,120091,19420316,-9999,    9
   417,120091,19420317,-9999,    9
   417,120091,19420318,-9999,    9
   417,120091,19420319,-9999,    9
   417,120091,19420320,-9999,    9
   417,120091,19420321,-9999,    9
   417,120091,19420322,-9999,    9
   417,120091,19420323,-9999,    9
   417,120091,19420324,-9999,    9
   417,120091,19420325,-9999,    9
   417,120091,19420326,-9999,    9
   417,120091,19420327,-9999,    9
   417,120091,19420328,-9999,    9
   417,120091,19420329,-9999,    9
   417,120091,19420330,-9999,    9
   417,120091,19420331,-9999,    9
   417,120091,19420401,-9999,    9
   417,120091,19420402,-9999,    9
   417,120091,19420403,-9999,    9
   417,120091,19420404,-9999,    9
   417,120091,19420405,-9999,    9
   417,120091,19420406,-9999,    9
   417,120091,19420407,-9999,    9
   417,120091,19420408,-9999,    9
   417,120091,19420409,-9999,    9
   417,120091,19420410,-9999,    9
   417,120091,19420411,-9999,    9
   417,120091,19420412,-9999,    9
   417,120091,19420413,-9999,    9
   417,120091,19420414,-9999,    9
   417,120091,19420415,-9999,    9
   417,120091,19420416,-9999,    9
   417,120091,19420417,-9999,    9
   417,120091,19420418,-9999,    9
   417,120091,19420419,-9999,    9
   417,120091,19420420,-9999,    9
   417,120091,19420421,-9999,    9
   417,120091,19420422,-9999,    9
   417,120091,19420423,-9999,    9
   417,120091,19420424,-9999,    9
   417,120091,19420425,-9999,    9
   417,120091,19420426,-9999,    9
   417,120091,19420427,-9999,    9
   417,120091,19420428,-9999,    9
   417,120091,19420429,-9999,    9
   417,120091,19420430,-9999,    9
   417,120091,19420501,-9999,    9
   417,120091,19420502,-9999,    9
   417,120091,19420503,-9999,    9
   417,120091,19420504,-9999,    9
   417,120091,19420505,-9999,    9
   417,120091,19420506,-9999,    9
   417,120091,19420507,-9999,    9
   417,120091,19420508,-9999,    9
   417,120091,19420509,-9999,    9
   417,120091,19420510,-9999,    9
   417,120091,19420511,-9999,    9
   417,120091,19420512,-9999,    9
   417,120091,19420513,-9999,    9
   417,120091,19420514,-9999,    9
   417,120091,19420515,-9999,    9
   417,120091,19420516,-9999,    9
   417,120091,19420517,-9999,    9
   417,120091,19420518,-9999,    9
   417,120091,19420519,-9999,    9
   417,120091,19420520,-9999,    9
   417,120091,19420521,-9999,    9
   417,120091,19420522,-9999,    9
   417,120091,19420523,-9999,    9
   417,120091,19420524,-9999,    9
   417,120091,19420525,-9999,    9
   417,120091,19420526,-9999,    9
   417,120091,19420527,-9999,    9
   417,120091,19420528,-9999,    9
   417,120091,19420529,-9999,    9
   417,120091,19420530,-9999,    9
   417,120091,19420531,-9999,    9
   417,120091,19420601,-9999,    9
   417,120091,19420602,-9999,    9
   417,120091,19420603,-9999,    9
   417,120091,19420604,-9999,    9
   417,120091,19420605,-9999,    9
   417,120091,19420606,-9999,    9
   417,120091,19420607,-9999,    9
   417,120091,19420608,-9999,    9
   417,120091,19420609,-9999,    9
   417,120091,19420610,-9999,    9
   417,120091,19420611,-9999,    9
   417,120091,19420612,-9999,    9
   417,120091,19420613,-9999,    9
   417,120091,19420614,-9999,    9
   417,120091,19420615,-9999,    9
   417,120091,19420616,-9999,    9
   417,120091,19420617,-9999,    9
   417,120091,19420618,-9999,    9
   417,120091,19420619,-9999,    9
   417,120091,19420620,-9999,    9
   417,120091,19420621,-9999,    9
   417,120091,19420622,-9999,    9
   417,120091,19420623,-9999,    9
   417,120091,19420624,-9999,    9
   417,120091,19420625,-9999,    9
   417,120091,19420626,-9999,    9
   417,120091,19420627,-9999,    9
   417,120091,19420628,-9999,    9
   417,120091,19420629,-9999,    9
   417,120091,19420630,-9999,    9
   417,120091,19420701,-9999,    9
   417,120091,19420702,-9999,    9
   417,120091,19420703,-9999,    9
   417,120091,19420704,-9999,    9
   417,120091,19420705,-9999,    9
   417,120091,19420706,-9999,    9
   417,120091,19420707,-9999,    9
   417,120091,19420708,-9999,    9
   417,120091,19420709,-9999,    9
   417,120091,19420710,-9999,    9
   417,120091,19420711,-9999,    9
   417,120091,19420712,-9999,    9
   417,120091,19420713,-9999,    9
   417,120091,19420714,-9999,    9
   417,120091,19420715,-9999,    9
   417,120091,19420716,-9999,    9
   417,120091,19420717,-9999,    9
   417,120091,19420718,-9999,    9
   417,120091,19420719,-9999,    9
   417,120091,19420720,-9999,    9
   417,120091,19420721,-9999,    9
   417,120091,19420722,-9999,    9
   417,120091,19420723,-9999,    9
   417,120091,19420724,-9999,    9
   417,120091,19420725,-9999,    9
   417,120091,19420726,-9999,    9
   417,120091,19420727,-9999,    9
   417,120091,19420728,-9999,    9
   417,120091,19420729,-9999,    9
   417,120091,19420730,-9999,    9
   417,120091,19420731,-9999,    9
   417,120091,19420801,-9999,    9
   417,120091,19420802,-9999,    9
   417,120091,19420803,-9999,    9
   417,120091,19420804,-9999,    9
   417,120091,19420805,-9999,    9
   417,120091,19420806,-9999,    9
   417,120091,19420807,-9999,    9
   417,120091,19420808,-9999,    9
   417,120091,19420809,-9999,    9
   417,120091,19420810,-9999,    9
   417,120091,19420811,-9999,    9
   417,120091,19420812,-9999,    9
   417,120091,19420813,-9999,    9
   417,120091,19420814,-9999,    9
   417,120091,19420815,-9999,    9
   417,120091,19420816,-9999,    9
   417,120091,19420817,-9999,    9
   417,120091,19420818,-9999,    9
   417,120091,19420819,-9999,    9
   417,120091,19420820,-9999,    9
   417,120091,19420821,-9999,    9
   417,120091,19420822,-9999,    9
   417,120091,19420823,-9999,    9
   417,120091,19420824,-9999,    9
   417,120091,19420825,-9999,    9
   417,120091,19420826,-9999,    9
   417,120091,19420827,-9999,    9
   417,120091,19420828,-9999,    9
   417,120091,19420829,-9999,    9
   417,120091,19420830,-9999,    9
   417,120091,19420831,-9999,    9
   417,120091,19420901,-9999,    9
   417,120091,19420902,-9999,    9
   417,120091,19420903,-9999,    9
   417,120091,19420904,-9999,    9
   417,120091,19420905,-9999,    9
   417,120091,19420906,-9999,    9
   417,120091,19420907,-9999,    9
   417,120091,19420908,-9999,    9
   417,120091,19420909,-9999,    9
   417,120091,19420910,-9999,    9
   417,120091,19420911,-9999,    9
   417,120091,19420912,-9999,    9
   417,120091,19420913,-9999,    9
   417,120091,19420914,-9999,    9
   417,120091,19420915,-9999,    9
   417,120091,19420916,-9999,    9
   417,120091,19420917,-9999,    9
   417,120091,19420918,-9999,    9
   417,120091,19420919,-9999,    9
   417,120091,19420920,-9999,    9
   417,120091,19420921,-9999,    9
   417,120091,19420922,-9999,    9
   417,120091,19420923,-9999,    9
   417,120091,19420924,-9999,    9
   417,120091,19420925,-9999,    9
   417,120091,19420926,-9999,    9
   417,120091,19420927,-9999,    9
   417,120091,19420928,-9999,    9
   417,120091,19420929,-9999,    9
   417,120091,19420930,-9999,    9
   417,120091,19421001,-9999,    9
   417,120091,19421002,-9999,    9
   417,120091,19421003,-9999,    9
   417,120091,19421004,-9999,    9
   417,120091,19421005,-9999,    9
   417,120091,19421006,-9999,    9
   417,120091,19421007,-9999,    9
   417,120091,19421008,-9999,    9
   417,120091,19421009,-9999,    9
   417,120091,19421010,-9999,    9
   417,120091,19421011,-9999,    9
   417,120091,19421012,-9999,    9
   417,120091,19421013,-9999,    9
   417,120091,19421014,-9999,    9
   417,120091,19421015,-9999,    9
   417,120091,19421016,-9999,    9
   417,120091,19421017,-9999,    9
   417,120091,19421018,-9999,    9
   417,120091,19421019,-9999,    9
   417,120091,19421020,-9999,    9
   417,120091,19421021,-9999,    9
   417,120091,19421022,-9999,    9
   417,120091,19421023,-9999,    9
   417,120091,19421024,-9999,    9
   417,120091,19421025,-9999,    9
   417,120091,19421026,-9999,    9
   417,120091,19421027,-9999,    9
   417,120091,19421028,-9999,    9
   417,120091,19421029,-9999,    9
   417,120091,19421030,-9999,    9
   417,120091,19421031,-9999,    9
   417,120091,19421101,-9999,    9
   417,120091,19421102,-9999,    9
   417,120091,19421103,-9999,    9
   417,120091,19421104,-9999,    9
   417,120091,19421105,-9999,    9
   417,120091,19421106,-9999,    9
   417,120091,19421107,-9999,    9
   417,120091,19421108,-9999,    9
   417,120091,19421109,-9999,    9
   417,120091,19421110,-9999,    9
   417,120091,19421111,-9999,    9
   417,120091,19421112,-9999,    9
   417,120091,19421113,-9999,    9
   417,120091,19421114,-9999,    9
   417,120091,19421115,-9999,    9
   417,120091,19421116,-9999,    9
   417,120091,19421117,-9999,    9
   417,120091,19421118,-9999,    9
   417,120091,19421119,-9999,    9
   417,120091,19421120,-9999,    9
   417,120091,19421121,-9999,    9
   417,120091,19421122,-9999,    9
   417,120091,19421123,-9999,    9
   417,120091,19421124,-9999,    9
   417,120091,19421125,-9999,    9
   417,120091,19421126,-9999,    9
   417,120091,19421127,-9999,    9
   417,120091,19421128,-9999,    9
   417,120091,19421129,-9999,    9
   417,120091,19421130,-9999,    9
   417,120091,19421201,-9999,    9
   417,120091,19421202,-9999,    9
   417,120091,19421203,-9999,    9
   417,120091,19421204,-9999,    9
   417,120091,19421205,-9999,    9
   417,120091,19421206,-9999,    9
   417,120091,19421207,-9999,    9
   417,120091,19421208,-9999,    9
   417,120091,19421209,-9999,    9
   417,120091,19421210,-9999,    9
   417,120091,19421211,-9999,    9
   417,120091,19421212,-9999,    9
   417,120091,19421213,-9999,    9
   417,120091,19421214,-9999,    9
   417,120091,19421215,-9999,    9
   417,120091,19421216,-9999,    9
   417,120091,19421217,-9999,    9
   417,120091,19421218,-9999,    9
   417,120091,19421219,-9999,    9
   417,120091,19421220,-9999,    9
   417,120091,19421221,-9999,    9
   417,120091,19421222,-9999,    9
   417,120091,19421223,-9999,    9
   417,120091,19421224,-9999,    9
   417,120091,19421225,-9999,    9
   417,120091,19421226,-9999,    9
   417,120091,19421227,-9999,    9
   417,120091,19421228,-9999,    9
   417,120091,19421229,-9999,    9
   417,120091,19421230,-9999,    9
   417,120091,19421231,-9999,    9
   417,120091,19430101,-9999,    9
   417,120091,19430102,-9999,    9
   417,120091,19430103,-9999,    9
   417,120091,19430104,-9999,    9
   417,120091,19430105,-9999,    9
   417,120091,19430106,-9999,    9
   417,120091,19430107,-9999,    9
   417,120091,19430108,-9999,    9
   417,120091,19430109,-9999,    9
   417,120091,19430110,-9999,    9
   417,120091,19430111,-9999,    9
   417,120091,19430112,-9999,    9
   417,120091,19430113,-9999,    9
   417,120091,19430114,-9999,    9
   417,120091,19430115,-9999,    9
   417,120091,19430116,-9999,    9
   417,120091,19430117,-9999,    9
   417,120091,19430118,-9999,    9
   417,120091,19430119,-9999,    9
   417,120091,19430120,-9999,    9
   417,120091,19430121,-9999,    9
   417,120091,19430122,-9999,    9
   417,120091,19430123,-9999,    9
   417,120091,19430124,-9999,    9
   417,120091,19430125,-9999,    9
   417,120091,19430126,-9999,    9
   417,120091,19430127,-9999,    9
   417,120091,19430128,-9999,    9
   417,120091,19430129,-9999,    9
   417,120091,19430130,-9999,    9
   417,120091,19430131,-9999,    9
   417,120091,19430201,-9999,    9
   417,120091,19430202,-9999,    9
   417,120091,19430203,-9999,    9
   417,120091,19430204,-9999,    9
   417,120091,19430205,-9999,    9
   417,120091,19430206,-9999,    9
   417,120091,19430207,-9999,    9
   417,120091,19430208,-9999,    9
   417,120091,19430209,-9999,    9
   417,120091,19430210,-9999,    9
   417,120091,19430211,-9999,    9
   417,120091,19430212,-9999,    9
   417,120091,19430213,-9999,    9
   417,120091,19430214,-9999,    9
   417,120091,19430215,-9999,    9
   417,120091,19430216,-9999,    9
   417,120091,19430217,-9999,    9
   417,120091,19430218,-9999,    9
   417,120091,19430219,-9999,    9
   417,120091,19430220,-9999,    9
   417,120091,19430221,-9999,    9
   417,120091,19430222,-9999,    9
   417,120091,19430223,-9999,    9
   417,120091,19430224,-9999,    9
   417,120091,19430225,-9999,    9
   417,120091,19430226,-9999,    9
   417,120091,19430227,-9999,    9
   417,120091,19430228,-9999,    9
   417,120091,19430301,-9999,    9
   417,120091,19430302,-9999,    9
   417,120091,19430303,-9999,    9
   417,120091,19430304,-9999,    9
   417,120091,19430305,-9999,    9
   417,120091,19430306,-9999,    9
   417,120091,19430307,-9999,    9
   417,120091,19430308,-9999,    9
   417,120091,19430309,-9999,    9
   417,120091,19430310,-9999,    9
   417,120091,19430311,-9999,    9
   417,120091,19430312,-9999,    9
   417,120091,19430313,-9999,    9
   417,120091,19430314,-9999,    9
   417,120091,19430315,-9999,    9
   417,120091,19430316,-9999,    9
   417,120091,19430317,-9999,    9
   417,120091,19430318,-9999,    9
   417,120091,19430319,-9999,    9
   417,120091,19430320,-9999,    9
   417,120091,19430321,-9999,    9
   417,120091,19430322,-9999,    9
   417,120091,19430323,-9999,    9
   417,120091,19430324,-9999,    9
   417,120091,19430325,-9999,    9
   417,120091,19430326,-9999,    9
   417,120091,19430327,-9999,    9
   417,120091,19430328,-9999,    9
   417,120091,19430329,-9999,    9
   417,120091,19430330,-9999,    9
   417,120091,19430331,-9999,    9
   417,120091,19430401,-9999,    9
   417,120091,19430402,-9999,    9
   417,120091,19430403,-9999,    9
   417,120091,19430404,-9999,    9
   417,120091,19430405,-9999,    9
   417,120091,19430406,-9999,    9
   417,120091,19430407,-9999,    9
   417,120091,19430408,-9999,    9
   417,120091,19430409,-9999,    9
   417,120091,19430410,-9999,    9
   417,120091,19430411,-9999,    9
   417,120091,19430412,-9999,    9
   417,120091,19430413,-9999,    9
   417,120091,19430414,-9999,    9
   417,120091,19430415,-9999,    9
   417,120091,19430416,-9999,    9
   417,120091,19430417,-9999,    9
   417,120091,19430418,-9999,    9
   417,120091,19430419,-9999,    9
   417,120091,19430420,-9999,    9
   417,120091,19430421,-9999,    9
   417,120091,19430422,-9999,    9
   417,120091,19430423,-9999,    9
   417,120091,19430424,-9999,    9
   417,120091,19430425,-9999,    9
   417,120091,19430426,-9999,    9
   417,120091,19430427,-9999,    9
   417,120091,19430428,-9999,    9
   417,120091,19430429,-9999,    9
   417,120091,19430430,-9999,    9
   417,120091,19430501,-9999,    9
   417,120091,19430502,-9999,    9
   417,120091,19430503,-9999,    9
   417,120091,19430504,-9999,    9
   417,120091,19430505,-9999,    9
   417,120091,19430506,-9999,    9
   417,120091,19430507,-9999,    9
   417,120091,19430508,-9999,    9
   417,120091,19430509,-9999,    9
   417,120091,19430510,-9999,    9
   417,120091,19430511,-9999,    9
   417,120091,19430512,-9999,    9
   417,120091,19430513,-9999,    9
   417,120091,19430514,-9999,    9
   417,120091,19430515,-9999,    9
   417,120091,19430516,-9999,    9
   417,120091,19430517,-9999,    9
   417,120091,19430518,-9999,    9
   417,120091,19430519,-9999,    9
   417,120091,19430520,-9999,    9
   417,120091,19430521,-9999,    9
   417,120091,19430522,-9999,    9
   417,120091,19430523,-9999,    9
   417,120091,19430524,-9999,    9
   417,120091,19430525,-9999,    9
   417,120091,19430526,-9999,    9
   417,120091,19430527,-9999,    9
   417,120091,19430528,-9999,    9
   417,120091,19430529,-9999,    9
   417,120091,19430530,-9999,    9
   417,120091,19430531,-9999,    9
   417,120091,19430601,-9999,    9
   417,120091,19430602,-9999,    9
   417,120091,19430603,-9999,    9
   417,120091,19430604,-9999,    9
   417,120091,19430605,-9999,    9
   417,120091,19430606,-9999,    9
   417,120091,19430607,-9999,    9
   417,120091,19430608,-9999,    9
   417,120091,19430609,-9999,    9
   417,120091,19430610,-9999,    9
   417,120091,19430611,-9999,    9
   417,120091,19430612,-9999,    9
   417,120091,19430613,-9999,    9
   417,120091,19430614,-9999,    9
   417,120091,19430615,-9999,    9
   417,120091,19430616,-9999,    9
   417,120091,19430617,-9999,    9
   417,120091,19430618,-9999,    9
   417,120091,19430619,-9999,    9
   417,120091,19430620,-9999,    9
   417,120091,19430621,-9999,    9
   417,120091,19430622,-9999,    9
   417,120091,19430623,-9999,    9
   417,120091,19430624,-9999,    9
   417,120091,19430625,-9999,    9
   417,120091,19430626,-9999,    9
   417,120091,19430627,-9999,    9
   417,120091,19430628,-9999,    9
   417,120091,19430629,-9999,    9
   417,120091,19430630,-9999,    9
   417,120091,19430701,-9999,    9
   417,120091,19430702,-9999,    9
   417,120091,19430703,-9999,    9
   417,120091,19430704,-9999,    9
   417,120091,19430705,-9999,    9
   417,120091,19430706,-9999,    9
   417,120091,19430707,-9999,    9
   417,120091,19430708,-9999,    9
   417,120091,19430709,-9999,    9
   417,120091,19430710,-9999,    9
   417,120091,19430711,-9999,    9
   417,120091,19430712,-9999,    9
   417,120091,19430713,-9999,    9
   417,120091,19430714,-9999,    9
   417,120091,19430715,-9999,    9
   417,120091,19430716,-9999,    9
   417,120091,19430717,-9999,    9
   417,120091,19430718,-9999,    9
   417,120091,19430719,-9999,    9
   417,120091,19430720,-9999,    9
   417,120091,19430721,-9999,    9
   417,120091,19430722,-9999,    9
   417,120091,19430723,-9999,    9
   417,120091,19430724,-9999,    9
   417,120091,19430725,-9999,    9
   417,120091,19430726,-9999,    9
   417,120091,19430727,-9999,    9
   417,120091,19430728,-9999,    9
   417,120091,19430729,-9999,    9
   417,120091,19430730,-9999,    9
   417,120091,19430731,-9999,    9
   417,120091,19430801,-9999,    9
   417,120091,19430802,-9999,    9
   417,120091,19430803,-9999,    9
   417,120091,19430804,-9999,    9
   417,120091,19430805,-9999,    9
   417,120091,19430806,-9999,    9
   417,120091,19430807,-9999,    9
   417,120091,19430808,-9999,    9
   417,120091,19430809,-9999,    9
   417,120091,19430810,-9999,    9
   417,120091,19430811,-9999,    9
   417,120091,19430812,-9999,    9
   417,120091,19430813,-9999,    9
   417,120091,19430814,-9999,    9
   417,120091,19430815,-9999,    9
   417,120091,19430816,-9999,    9
   417,120091,19430817,-9999,    9
   417,120091,19430818,-9999,    9
   417,120091,19430819,-9999,    9
   417,120091,19430820,-9999,    9
   417,120091,19430821,-9999,    9
   417,120091,19430822,-9999,    9
   417,120091,19430823,-9999,    9
   417,120091,19430824,-9999,    9
   417,120091,19430825,-9999,    9
   417,120091,19430826,-9999,    9
   417,120091,19430827,-9999,    9
   417,120091,19430828,-9999,    9
   417,120091,19430829,-9999,    9
   417,120091,19430830,-9999,    9
   417,120091,19430831,-9999,    9
   417,120091,19430901,-9999,    9
   417,120091,19430902,-9999,    9
   417,120091,19430903,-9999,    9
   417,120091,19430904,-9999,    9
   417,120091,19430905,-9999,    9
   417,120091,19430906,-9999,    9
   417,120091,19430907,-9999,    9
   417,120091,19430908,-9999,    9
   417,120091,19430909,-9999,    9
   417,120091,19430910,-9999,    9
   417,120091,19430911,-9999,    9
   417,120091,19430912,-9999,    9
   417,120091,19430913,-9999,    9
   417,120091,19430914,-9999,    9
   417,120091,19430915,-9999,    9
   417,120091,19430916,-9999,    9
   417,120091,19430917,-9999,    9
   417,120091,19430918,-9999,    9
   417,120091,19430919,-9999,    9
   417,120091,19430920,-9999,    9
   417,120091,19430921,-9999,    9
   417,120091,19430922,-9999,    9
   417,120091,19430923,-9999,    9
   417,120091,19430924,-9999,    9
   417,120091,19430925,-9999,    9
   417,120091,19430926,-9999,    9
   417,120091,19430927,-9999,    9
   417,120091,19430928,-9999,    9
   417,120091,19430929,-9999,    9
   417,120091,19430930,-9999,    9
   417,120091,19431001,-9999,    9
   417,120091,19431002,-9999,    9
   417,120091,19431003,-9999,    9
   417,120091,19431004,-9999,    9
   417,120091,19431005,-9999,    9
   417,120091,19431006,-9999,    9
   417,120091,19431007,-9999,    9
   417,120091,19431008,-9999,    9
   417,120091,19431009,-9999,    9
   417,120091,19431010,-9999,    9
   417,120091,19431011,-9999,    9
   417,120091,19431012,-9999,    9
   417,120091,19431013,-9999,    9
   417,120091,19431014,-9999,    9
   417,120091,19431015,-9999,    9
   417,120091,19431016,-9999,    9
   417,120091,19431017,-9999,    9
   417,120091,19431018,-9999,    9
   417,120091,19431019,-9999,    9
   417,120091,19431020,-9999,    9
   417,120091,19431021,-9999,    9
   417,120091,19431022,-9999,    9
   417,120091,19431023,-9999,    9
   417,120091,19431024,-9999,    9
   417,120091,19431025,-9999,    9
   417,120091,19431026,-9999,    9
   417,120091,19431027,-9999,    9
   417,120091,19431028,-9999,    9
   417,120091,19431029,-9999,    9
   417,120091,19431030,-9999,    9
   417,120091,19431031,-9999,    9
   417,120091,19431101,-9999,    9
   417,120091,19431102,-9999,    9
   417,120091,19431103,-9999,    9
   417,120091,19431104,-9999,    9
   417,120091,19431105,-9999,    9
   417,120091,19431106,-9999,    9
   417,120091,19431107,-9999,    9
   417,120091,19431108,-9999,    9
   417,120091,19431109,-9999,    9
   417,120091,19431110,-9999,    9
   417,120091,19431111,-9999,    9
   417,120091,19431112,-9999,    9
   417,120091,19431113,-9999,    9
   417,120091,19431114,-9999,    9
   417,120091,19431115,-9999,    9
   417,120091,19431116,-9999,    9
   417,120091,19431117,-9999,    9
   417,120091,19431118,-9999,    9
   417,120091,19431119,-9999,    9
   417,120091,19431120,-9999,    9
   417,120091,19431121,-9999,    9
   417,120091,19431122,-9999,    9
   417,120091,19431123,-9999,    9
   417,120091,19431124,-9999,    9
   417,120091,19431125,-9999,    9
   417,120091,19431126,-9999,    9
   417,120091,19431127,-9999,    9
   417,120091,19431128,-9999,    9
   417,120091,19431129,-9999,    9
   417,120091,19431130,-9999,    9
   417,120091,19431201,-9999,    9
   417,120091,19431202,-9999,    9
   417,120091,19431203,-9999,    9
   417,120091,19431204,-9999,    9
   417,120091,19431205,-9999,    9
   417,120091,19431206,-9999,    9
   417,120091,19431207,-9999,    9
   417,120091,19431208,-9999,    9
   417,120091,19431209,-9999,    9
   417,120091,19431210,-9999,    9
   417,120091,19431211,-9999,    9
   417,120091,19431212,-9999,    9
   417,120091,19431213,-9999,    9
   417,120091,19431214,-9999,    9
   417,120091,19431215,-9999,    9
   417,120091,19431216,-9999,    9
   417,120091,19431217,-9999,    9
   417,120091,19431218,-9999,    9
   417,120091,19431219,-9999,    9
   417,120091,19431220,-9999,    9
   417,120091,19431221,-9999,    9
   417,120091,19431222,-9999,    9
   417,120091,19431223,-9999,    9
   417,120091,19431224,-9999,    9
   417,120091,19431225,-9999,    9
   417,120091,19431226,-9999,    9
   417,120091,19431227,-9999,    9
   417,120091,19431228,-9999,    9
   417,120091,19431229,-9999,    9
   417,120091,19431230,-9999,    9
   417,120091,19431231,-9999,    9
   417,120091,19440101,-9999,    9
   417,120091,19440102,-9999,    9
   417,120091,19440103,-9999,    9
   417,120091,19440104,-9999,    9
   417,120091,19440105,-9999,    9
   417,120091,19440106,-9999,    9
   417,120091,19440107,-9999,    9
   417,120091,19440108,-9999,    9
   417,120091,19440109,-9999,    9
   417,120091,19440110,-9999,    9
   417,120091,19440111,-9999,    9
   417,120091,19440112,-9999,    9
   417,120091,19440113,-9999,    9
   417,120091,19440114,-9999,    9
   417,120091,19440115,-9999,    9
   417,120091,19440116,-9999,    9
   417,120091,19440117,-9999,    9
   417,120091,19440118,-9999,    9
   417,120091,19440119,-9999,    9
   417,120091,19440120,-9999,    9
   417,120091,19440121,-9999,    9
   417,120091,19440122,-9999,    9
   417,120091,19440123,-9999,    9
   417,120091,19440124,-9999,    9
   417,120091,19440125,-9999,    9
   417,120091,19440126,-9999,    9
   417,120091,19440127,-9999,    9
   417,120091,19440128,-9999,    9
   417,120091,19440129,-9999,    9
   417,120091,19440130,-9999,    9
   417,120091,19440131,-9999,    9
   417,120091,19440201,-9999,    9
   417,120091,19440202,-9999,    9
   417,120091,19440203,-9999,    9
   417,120091,19440204,-9999,    9
   417,120091,19440205,-9999,    9
   417,120091,19440206,-9999,    9
   417,120091,19440207,-9999,    9
   417,120091,19440208,-9999,    9
   417,120091,19440209,-9999,    9
   417,120091,19440210,-9999,    9
   417,120091,19440211,-9999,    9
   417,120091,19440212,-9999,    9
   417,120091,19440213,-9999,    9
   417,120091,19440214,-9999,    9
   417,120091,19440215,-9999,    9
   417,120091,19440216,-9999,    9
   417,120091,19440217,-9999,    9
   417,120091,19440218,-9999,    9
   417,120091,19440219,-9999,    9
   417,120091,19440220,-9999,    9
   417,120091,19440221,-9999,    9
   417,120091,19440222,-9999,    9
   417,120091,19440223,-9999,    9
   417,120091,19440224,-9999,    9
   417,120091,19440225,-9999,    9
   417,120091,19440226,-9999,    9
   417,120091,19440227,-9999,    9
   417,120091,19440228,-9999,    9
   417,120091,19440229,-9999,    9
   417,120091,19440301,-9999,    9
   417,120091,19440302,-9999,    9
   417,120091,19440303,-9999,    9
   417,120091,19440304,-9999,    9
   417,120091,19440305,-9999,    9
   417,120091,19440306,-9999,    9
   417,120091,19440307,-9999,    9
   417,120091,19440308,-9999,    9
   417,120091,19440309,-9999,    9
   417,120091,19440310,-9999,    9
   417,120091,19440311,-9999,    9
   417,120091,19440312,-9999,    9
   417,120091,19440313,-9999,    9
   417,120091,19440314,-9999,    9
   417,120091,19440315,-9999,    9
   417,120091,19440316,-9999,    9
   417,120091,19440317,-9999,    9
   417,120091,19440318,-9999,    9
   417,120091,19440319,-9999,    9
   417,120091,19440320,-9999,    9
   417,120091,19440321,-9999,    9
   417,120091,19440322,-9999,    9
   417,120091,19440323,-9999,    9
   417,120091,19440324,-9999,    9
   417,120091,19440325,-9999,    9
   417,120091,19440326,-9999,    9
   417,120091,19440327,-9999,    9
   417,120091,19440328,-9999,    9
   417,120091,19440329,-9999,    9
   417,120091,19440330,-9999,    9
   417,120091,19440331,-9999,    9
   417,120091,19440401,-9999,    9
   417,120091,19440402,-9999,    9
   417,120091,19440403,-9999,    9
   417,120091,19440404,-9999,    9
   417,120091,19440405,-9999,    9
   417,120091,19440406,-9999,    9
   417,120091,19440407,-9999,    9
   417,120091,19440408,-9999,    9
   417,120091,19440409,-9999,    9
   417,120091,19440410,-9999,    9
   417,120091,19440411,-9999,    9
   417,120091,19440412,-9999,    9
   417,120091,19440413,-9999,    9
   417,120091,19440414,-9999,    9
   417,120091,19440415,-9999,    9
   417,120091,19440416,-9999,    9
   417,120091,19440417,-9999,    9
   417,120091,19440418,-9999,    9
   417,120091,19440419,-9999,    9
   417,120091,19440420,-9999,    9
   417,120091,19440421,-9999,    9
   417,120091,19440422,-9999,    9
   417,120091,19440423,-9999,    9
   417,120091,19440424,-9999,    9
   417,120091,19440425,-9999,    9
   417,120091,19440426,-9999,    9
   417,120091,19440427,-9999,    9
   417,120091,19440428,-9999,    9
   417,120091,19440429,-9999,    9
   417,120091,19440430,-9999,    9
   417,120091,19440501,-9999,    9
   417,120091,19440502,-9999,    9
   417,120091,19440503,-9999,    9
   417,120091,19440504,-9999,    9
   417,120091,19440505,-9999,    9
   417,120091,19440506,-9999,    9
   417,120091,19440507,-9999,    9
   417,120091,19440508,-9999,    9
   417,120091,19440509,-9999,    9
   417,120091,19440510,-9999,    9
   417,120091,19440511,-9999,    9
   417,120091,19440512,-9999,    9
   417,120091,19440513,-9999,    9
   417,120091,19440514,-9999,    9
   417,120091,19440515,-9999,    9
   417,120091,19440516,-9999,    9
   417,120091,19440517,-9999,    9
   417,120091,19440518,-9999,    9
   417,120091,19440519,-9999,    9
   417,120091,19440520,-9999,    9
   417,120091,19440521,-9999,    9
   417,120091,19440522,-9999,    9
   417,120091,19440523,-9999,    9
   417,120091,19440524,-9999,    9
   417,120091,19440525,-9999,    9
   417,120091,19440526,-9999,    9
   417,120091,19440527,-9999,    9
   417,120091,19440528,-9999,    9
   417,120091,19440529,-9999,    9
   417,120091,19440530,-9999,    9
   417,120091,19440531,-9999,    9
   417,120091,19440601,-9999,    9
